reference_id	former_id	id_bp	vfid	vsiid	ssid	feature_names	gene_host	recname_full	subname_full	Source	Literature Name	User Designated Name	Gene Name(s)	Virulence Factor Type	Short Description	Long Description	Update Date	Status	Protein Sequences	Nucleotide Sequences	id_bp.1	id_maximal_coverage_depth	id_coverage_breadth	id_coverage_breadth_to_id_bp	id_mapped_bp	id_total_relative_abundance	id_mapped_relative_abundance	sample_total_reads	sample_mapped_reads	sample_total_bp	sample_mapped_bp	sample_average_total_reads_bp	sample_average_mapped_reads_bp	sample_mapped_reads_to_total_reads	id_mapped_reads	id_unmapped_reads	id_mapped_reads_per_million_sample_total_reads	id_mapped_reads_per_million_sample_mapped_reads	id_mapped_reads_per_kbp_per_million_sample_total_reads	id_mapped_reads_per_kbp_per_million_sample_mapped_reads
ID07119	7545|vfid|8977|vsiid|10895|ssid|hypothetical_protein_SA0979_[Staphylococcus_aureus_subsp._aureus_N315]	1077	7545	8977	10895	hypothetical_protein_SA0979_[Staphylococcus_aureus_subsp._aureus_N315]	Staphylococcus_aureus_subsp._aureus_N315			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15926716"" target=""_blank"">15926716</a>"	NP_374249.1	NP_374249|SAS1011	virulence protein	hypothetical protein SA0979 [Staphylococcus aureus subsp. aureus N315]		Nov 27 2007 10:38AM	virulence factor	Yes	Yes	1077	301	798	0.7409474050000004	124849	49032.73151546898	1080274.3968805815	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	505	3	52.09221952672207	1129.3749301129376	48.36789185396664	1048.630390077008
ID11675	11977|vfid|50654|vsiid|71491|ssid|SubName:_Full=Exotoxin_4;_	684	11977	50654	71491	SubName:_Full=Exotoxin_4;_			Exotoxin_4	"<a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q9ZFS3"" target=""_blank"">Q9ZFS3</a>"	Q9ZFS3	SubName: Full=Exotoxin 4; |Name=set4;	protein toxin	SubName: Full=Exotoxin 4; 		Oct 4 2010 03:15AM	virulence factor	Yes	Yes	684	236	673	0.9839177600000044	68035	42071.9856965151	926917.3380547408	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	276	96	28.470203147277804	617.2425360617243	41.62310401648802	902.4013685112928
ID04888	24166|vfid|58273|vsiid|79140|ssid|MATE_efflux_family_protein_[Staphylococcus_aureus_subsp._aureus_USA300_FPR3757]	1356	24166	58273	79140	MATE_efflux_family_protein_[Staphylococcus_aureus_subsp._aureus_USA300_FPR3757]	Staphylococcus_aureus_subsp._aureus_USA300_FPR3757			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://ardb.cbcb.umd.edu/"" target=""_blank"">ARDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=ABD21419"" target=""_blank"">ABD21419</a>"	ABD21419.1	ABD21419|ABD21419	antibiotic resistance	MATE efflux family protein [Staphylococcus aureus subsp. aureus USA300_FPR3757]		Feb 8 2010 05:28PM	virulence factor	Yes	Yes	1356	485	972	0.7168144169999972	126025	39310.96811206477	866087.4288566826	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	514	0	53.02059571630722	1149.5024041149502	39.10073430406137	847.7156372529132
ID14653	7435|vfid|8757|vsiid|10675|ssid|hypothetical_protein_SA1678_[Staphylococcus_aureus_subsp._aureus_N315]	447	7435	8757	10675	hypothetical_protein_SA1678_[Staphylococcus_aureus_subsp._aureus_N315]	Staphylococcus_aureus_subsp._aureus_N315			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15927435"" target=""_blank"">15927435</a>"	NP_374968.1	NP_374968|SAS1730	virulence protein	hypothetical protein SA1678 [Staphylococcus aureus subsp. aureus N315]		Nov 27 2007 10:39AM	virulence factor	Yes	Yes	447	171	377	0.8434003700000001	41276	39057.71241972607	860507.775595647	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	171	24	17.63914760211777	382.4220060382422	39.46118031793685	855.5302148506537
ID04895	24924|vfid|59757|vsiid|80624|ssid|hypothetical_protein_MW0111_[Staphylococcus_aureus_subsp._aureus_MW2]	1353	24924	59757	80624	hypothetical_protein_MW0111_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://ardb.cbcb.umd.edu/"" target=""_blank"">ARDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_644926"" target=""_blank"">NP_644926</a>"	NP_644926.1	NP_644926|NP_644926	antibiotic resistance	hypothetical protein MW0111 [Staphylococcus aureus subsp. aureus MW2]		Feb 8 2010 05:47PM	virulence factor	Yes	Yes	1353	256	1030	0.7612711800000023	107018	33456.1341269169	737095.4870117502	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	449	15	46.315656569303385	1004.1373141004136	34.23182303717915	742.1561818923974
ID08196	28674|vfid|67614|vsiid|88557|ssid|RecName:_Full=Gamma-hemolysin_component_A;_AltName:_Full=H-gamma-2;_AltName:_Full=H-gamma-II;_Flags:_Precursor;_	966	28674	67614	88557	RecName:_Full=Gamma-hemolysin_component_A;_AltName:_Full=H-gamma-2;_AltName:_Full=H-gamma-II;_Flags:_Precursor;_		Gamma-hemolysin_component_A		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/P0A074"" target=""_blank"">P0A074</a>"	P0A074	RecName: Full=Gamma-hemolysin component A; AltName: Full=H-gamma-2; AltName: Full=H-gamma-II; Flags: Precursor; |Name=hlgA; Synonyms=hlg2;	protein toxin	RecName: Full=Gamma-hemolysin component A; AltName: Full=H-gamma-2; AltName: Full=H-gamma-II; Flags: Precursor; 		Jan 1 2011 06:56AM	virulence factor	Yes	Yes	966	199	745	0.7712218899999996	75076	32873.10462593273	724250.3563597783	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	313	43	32.2868608155723	699.9888180699988	33.42325136187608	724.6261056625248
ID08065	10142|vfid|49052|vsiid|69889|ssid|RecName:_Full=Gamma-hemolysin_component_B;_AltName:_Full=H-gamma-1;_AltName:_Full=H-gamma-I;_Flags:_Precursor;_	978	10142	49052	69889	RecName:_Full=Gamma-hemolysin_component_B;_AltName:_Full=H-gamma-1;_AltName:_Full=H-gamma-I;_Flags:_Precursor;_		Gamma-hemolysin_component_B		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://mvirdb.llnl.gov/literatureVirulenceHomeURL.html"" target=""_blank"">LITERATURE</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/P0A076"" target=""_blank"">P0A076</a>"	Gamma-hemolysin	RecName: Full=Gamma-hemolysin component B; AltName: Full=H-gamma-1; AltName: Full=H-gamma-I; Flags: Precursor; |Name=hlgB; OrderedLocusNames=SA2209;	protein toxin	RecName: Full=Gamma-hemolysin component B; AltName: Full=H-gamma-1; AltName: Full=H-gamma-I; Flags: Precursor; 		Jan 14 2011 04:01PM	virulence factor	Yes	Yes	978	149	807	0.8251526900000004	68445	29601.90058741592	652180.1726159414	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	283	22	29.19227351695514	632.8972380632897	29.8489504263345	647.1341902487625
ID08372	10143|vfid|49055|vsiid|69892|ssid|RecName:_Full=Gamma-hemolysin_component_C;_AltName:_Full=H-gamma-1;_AltName:_Full=H-gamma-I;_Flags:_Precursor;_	948	10143	49055	69892	RecName:_Full=Gamma-hemolysin_component_C;_AltName:_Full=H-gamma-1;_AltName:_Full=H-gamma-I;_Flags:_Precursor;_		Gamma-hemolysin_component_C		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q07227"" target=""_blank"">Q07227</a>"	Q07227	RecName: Full=Gamma-hemolysin component C; AltName: Full=H-gamma-1; AltName: Full=H-gamma-I; Flags: Precursor; |Name=hlgC;	protein toxin	RecName: Full=Gamma-hemolysin component C; AltName: Full=H-gamma-1; AltName: Full=H-gamma-I; Flags: Precursor; 		Oct 3 2010 02:46AM	virulence factor	Yes	Yes	948	199	726	0.7658226400000011	60185	26853.237336190767	591622.4503726212	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	258	43	26.613450768107512	576.9875880576988	28.07326030391088	608.6366962633953
ID08997	7546|vfid|8979|vsiid|10897|ssid|hypothetical_protein_SA0980_[Staphylococcus_aureus_subsp._aureus_N315]	879	7546	8979	10897	hypothetical_protein_SA0980_[Staphylococcus_aureus_subsp._aureus_N315]	Staphylococcus_aureus_subsp._aureus_N315			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15926717"" target=""_blank"">15926717</a>"	NP_374250.1	NP_374250|SAS1012	virulence protein	hypothetical protein SA0980 [Staphylococcus aureus subsp. aureus N315]		Nov 27 2007 10:38AM	virulence factor	Yes	Yes	879	112	668	0.7599541200000001	45349	21822.050801100315	480776.8614811706	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	190	34	19.599052891241968	424.9133400424913	22.296988499706448	483.4053925398081
ID08369	10532|vfid|49448|vsiid|70285|ssid|RecName:_Full=Leukocidin-S_subunit;_Flags:_Precursor;_	948	10532	49448	70285	RecName:_Full=Leukocidin-S_subunit;_Flags:_Precursor;_		Leukocidin-S_subunit		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/LUKS_STAAU"" target=""_blank"">P31716</a>"	P31716	RecName: Full=Leukocidin-S subunit; Flags: Precursor; |Name=lukS;	protein toxin	RecName: Full=Leukocidin-S subunit; Flags: Precursor; 		Oct 3 2010 04:04AM	virulence factor	Yes	Yes	948	198	513	0.5411389199999992	43482	19400.72220407489	427430.87791147816	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	206	2	21.249499450504448	460.6955160460696	22.415083808549	485.9657342258118
ID08390	10178|vfid|49152|vsiid|69989|ssid|SubName:_Full=Leukotoxin_LukE;_Flags:_Precursor;_	945	10178	49152	69989	SubName:_Full=Leukotoxin_LukE;_Flags:_Precursor;_			Leukotoxin_LukE	"<a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/O54081"" target=""_blank"">O54081</a>"	O54081	SubName: Full=Leukotoxin LukE; Flags: Precursor; |Name=lukE;	protein toxin	SubName: Full=Leukotoxin LukE; Flags: Precursor; 		Apr 30 2011 06:26PM	virulence factor	Yes	Yes	945	141	336	0.35555535	33722	15093.787738943756	332541.7928468232	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	143	29	14.750866123408429	319.80319803198034	15.60938214117294	338.41608257352414
ID00005	1549|vfid|1550|vsiid|1711|ssid|tRNA_44__Leucine__of_Chromosome_1	164063	1549	1550	1711	tRNA_44__Leucine__of_Chromosome_1				"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://kementari.bioinformatics.vt.edu:80/islands/Sagt164L.html"" target=""_blank"">Sagt164L</a>"	Sagt164L	Sagt164L	pathogenicity island	tRNA 44 (Leucine) of Chromosome 1		Sep 26 2010 11:48PM	unknown	No	Yes	164063	1892	8016	0.0488592878600015	4972437	12819.626243219567	282438.15060067514	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	21847	6287	2253.5816237629647	48858.32494688584	13.736074701565643	297.80221589807473
ID00004	1553|vfid|1554|vsiid|1723|ssid|tRNA_41__Leucine__of_Chromosome_1	166894	1553	1554	1723	tRNA_41__Leucine__of_Chromosome_1				"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://kementari.bioinformatics.vt.edu:80/islands/Sagn167L.html"" target=""_blank"">Sagn167L</a>"	Sagn167L	Sagn167L	pathogenicity island	tRNA 41 (Leucine) of Chromosome 1		Sep 27 2010 01:11AM	unknown	No	Yes	166894	1840	8028	0.0481024121300017	4556422	11547.818230642311	254418.0588931319	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	20175	5664	2081.109958320036	45119.08755451191	12.469651145757398	270.3457736917559
ID04874	24930|vfid|59769|vsiid|80636|ssid|membrane_transporter_[Staphylococcus_aureus_RF122]	1359	24930	59769	80636	membrane_transporter_[Staphylococcus_aureus_RF122]	Staphylococcus_aureus_RF122			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://ardb.cbcb.umd.edu/"" target=""_blank"">ARDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=YP_415591"" target=""_blank"">YP_415591</a>"	YP_415591.1	YP_415591|YP_415591	antibiotic resistance	membrane transporter [Staphylococcus aureus RF122]		Feb 8 2010 05:47PM	virulence factor	Yes	Yes	1359	96	635	0.4672553750000003	31809	9900.27554667802	218119.8938869045	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	140	52	14.441407393546712	313.0940400313094	10.62649550665689	230.38560708705623
ID00100	1554|vfid|1555|vsiid|1726|ssid|tRNA_14__tmRNA__of_Chromosome_1	14484	1554	1555	1726	tRNA_14__tmRNA__of_Chromosome_1				"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://kementari.bioinformatics.vt.edu:80/islands/Sauu14X.html"" target=""_blank"">Sauu14X</a>"	Sauu14X	Sauu14X	pathogenicity island	tRNA 14 (tmRNA) of Chromosome 1		Sep 27 2010 01:48AM	unknown	No	Yes	14484	470	1833	0.1265534385999994	309183	9029.086495400878	198926.11867084348	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1250	60	128.94113744238138	2795.4825002795483	8.902315482075487	193.00486745923425
ID04881	24167|vfid|61257|vsiid|82124|ssid|RecName:_Full=Multidrug_export_protein_mepA	1356	24167	61257	82124	RecName:_Full=Multidrug_export_protein_mepA				"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://ardb.cbcb.umd.edu/"" target=""_blank"">ARDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=Q2YVH4"" target=""_blank"">Q2YVH4</a>"	Q2YVH4.1	Q2YVH4|ORFNames=SAB0284;	antibiotic resistance	RecName: Full=Multidrug export protein mepA		Feb 8 2010 05:28PM	virulence factor	Yes	Yes	1356	95	366	0.2699115459999999	23715	7397.41804227428	162977.6899451397	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	96	0	9.90267935557489	214.6930560214693	7.3028608816923954	158.32821240521335
ID15142	1555|vfid|1556|vsiid|1730|ssid|tRNA_14__tmRNA__of_Chromosome_1	420	1555	1556	1730	tRNA_14__tmRNA__of_Chromosome_1				"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://kementari.bioinformatics.vt.edu:80/islands/Sauw14X.html"" target=""_blank"">Sauw14X</a>"	Sauw14X	Sauw14X	pathogenicity island	tRNA 14 (tmRNA) of Chromosome 1		Sep 27 2010 01:51AM	unknown	No	Yes	420	28	267	0.63571378	5904	5945.847705477992	130997.1287639286	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	29	18	2.991434388663248	64.85519400648552	7.12246283015059	154.4171285868703
ID08084	5907|vfid|33608|vsiid|54431|ssid|SubName:_Full=F_component_of_leucocodin_R;_SubName:_Full=HlgB-like_ORF_protein;_Flags:_Precursor;_	978	5907	33608	54431	SubName:_Full=F_component_of_leucocodin_R;_SubName:_Full=HlgB-like_ORF_protein;_Flags:_Precursor;_			F_component_of_leucocodin_R	"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q57227"" target=""_blank"">Q57227</a>"	Q57227	Name=hlgB-like ORF; Synonyms=luk F-R;|HlgB-like ORF protein precursor (F component of leucocodin R). |SubName: Full=HlgB-like ORF protein (F component of leucocodin R); Flags: Precursor; |SubName: Full=F component of leucocodin R; SubName: Full=HlgB-like ORF protein; Flags: Precursor; 	protein toxin	SubName: Full=F component of leucocodin R; SubName: Full=HlgB-like ORF protein; Flags: Precursor; 		Oct 2 2010 10:15PM	virulence factor	Yes	Yes	978	37	644	0.6584862000000001	9280	4013.52381402907	88424.74982651671	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	40	1	4.126116398156204	89.45544000894554	4.218932922450106	91.46773007049649
ID10691	3045|vfid|32438|vsiid|53261|ssid|super-antigen	774	3045	32438	53261	super-antigen				"<a href  = ""http://mvirdb.llnl.gov/literatureVirulenceHomeURL.html"" target=""_blank"">LITERATURE</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""none"" target=""_blank"">MW1889</a>"	sea enterotoxin A	MW1889 sea enterotoxin A|CAG43678	protein toxin	super-antigen	super-antigen	Jan 6 2010 05:09PM	virulence factor	Yes	Yes	774	14	566	0.7312669199999999	6309	3447.7541466700354	75959.88263903829	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	29	27	2.991434388663248	64.85519400648552	3.864902310934428	83.79224031845675
ID00101	1555|vfid|1556|vsiid|1729|ssid|tRNA_14__tmRNA__of_Chromosome_1	14435	1555	1556	1729	tRNA_14__tmRNA__of_Chromosome_1				"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://kementari.bioinformatics.vt.edu:80/islands/Sauw14X.html"" target=""_blank"">Sauw14X</a>"	Sauw14X	Sauw14X	pathogenicity island	tRNA 14 (tmRNA) of Chromosome 1		Sep 27 2010 01:51AM	unknown	No	Yes	14435	244	514	0.0356078743	65217	1911.000284888741	42102.58364956725	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	266	70	27.43867404773876	594.8786760594878	1.9008433701239176	41.21085390089975
ID21017	1564|vfid|1565|vsiid|1757|ssid|tRNA_8__Serine__of_Chromosome_1	180	1564	1565	1757	tRNA_8__Serine__of_Chromosome_1				"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://kementari.bioinformatics.vt.edu:80/islands/Sep38S.html"" target=""_blank"">Sep38S</a>"	Sep38S	Sep38S	pathogenicity island	tRNA 8 (Serine) of Chromosome 1		Sep 27 2010 02:59AM	unknown	No	Yes	180	7	168	0.9333338	759	1783.5528940381985	39294.70105706598	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	9	9	0.9283761895851458	20.127474002012747	5.157645497695254	111.81930001118192
ID16167	12283|vfid|31197|vsiid|52017|ssid|RecName:_Full=Large-conductance_mechanosensitive_channel;_	363	12283	31197	52017	RecName:_Full=Large-conductance_mechanosensitive_channel;_		Large-conductance_mechanosensitive_channel		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/P68804"" target=""_blank"">P68804</a>"	P68804	RecName: Full=Large-conductance mechanosensitive channel; |Name=mscL; OrderedLocusNames=SA1182;	virulence protein	RecName: Full=Large-conductance mechanosensitive channel; 		Jul 4 2009 06:14AM	virulence factor	Yes	Yes	363	4	290	0.7988980000000001	660	769.0490380329998	16943.457157196972	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	5	3	0.5157645497695255	11.181930001118191	1.4208389800813372	30.80421487911348
ID21026	1481|vfid|1482|vsiid|1508|ssid|tRNA_34__Leucine__of_Chromosome_1	180	1481	1482	1508	tRNA_34__Leucine__of_Chromosome_1				"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://kementari.bioinformatics.vt.edu:80/islands/Bsu21L.html"" target=""_blank"">Bsu21L</a>"	Bsu21L	Bsu21L	pathogenicity island	tRNA 34 (Leucine) of Chromosome 1		Oct 10 2010 11:48AM	unknown	No	Yes	180	3	86	0.47777826	244	573.3687828001587	12632.28861386574	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	3	3	0.3094587298617153	6.709158000670916	1.7192151658984185	37.27310000372731
ID10716	7727|vfid|48463|vsiid|69300|ssid|enterotoxin_type_E_precursor_[Staphylococcus_aureus]	774	7727	48463	69300	enterotoxin_type_E_precursor_[Staphylococcus_aureus]	Staphylococcus_aureus			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=153002"" target=""_blank"">153002</a>"	AAA26617.1	AAA26617|enterotoxin E precursor|AAA26617	protein toxin	enterotoxin type E precursor [Staphylococcus aureus]		Jan 28 2010 02:47PM	virulence factor	Yes	Yes	774	4	277	0.35788145	1001	547.0283564458243	12051.964260845984	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	4	4	0.4126116398156204	8.945544000894554	0.5330899739219901	11.557550388752654
ID09524	10675|vfid|49571|vsiid|70408|ssid|RecName:_Full=Beta-lactamase;_EC=3.5.2.6;_AltName:_Full=Penicillinase;_Flags:_Precursor;_	846	10675	49571	70408	RecName:_Full=Beta-lactamase;_EC=3.5.2.6;_AltName:_Full=Penicillinase;_Flags:_Precursor;_		Beta-lactamase		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/BLAC_STAAU"" target=""_blank"">P00807</a>"	P00807	RecName: Full=Beta-lactamase; EC=3.5.2.6; AltName: Full=Penicillinase; Flags: Precursor; |Name=blaZ;	antibiotic resistance	RecName: Full=Beta-lactamase; EC=3.5.2.6; AltName: Full=Penicillinase; Flags: Precursor; 		Oct 4 2010 04:14AM	virulence factor	Yes	Yes	846	6	270	0.3191489	984	491.9732144012523	10839.00592609338	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	7	5	0.7220703696773356	15.65470200156547	0.8535110752687183	18.50437588837526
ID12997	18963|vfid|42516|vsiid|63353|ssid|Ear_[Staphylococcus_aureus_subsp._aureus_MW2]	555	18963	42516	63353	Ear_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_645575.1"" target=""_blank"">NP_645575.1</a>"	NP_645575.1	NP_645575|NP_645575	pathogenicity island	Ear [Staphylococcus aureus subsp. aureus MW2]		Sep 27 2010 01:53AM	unknown	Yes	Yes	555	2	198	0.356757	330	251.49982054592687	5540.968421677929	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	2	2	0.2063058199078102	4.472772000447277	0.3717221980320904	8.059048649454553
ID08127	10845|vfid|49713|vsiid|70550|ssid|RecName:_Full=Leukocidin-F_subunit;_AltName:_Full=Gamma-hemolysin,_H-gamma-I_subunit;_Flags:_Precursor;_	972	10845	49713	70550	RecName:_Full=Leukocidin-F_subunit;_AltName:_Full=Gamma-hemolysin,_H-gamma-I_subunit;_Flags:_Precursor;_		Leukocidin-F_subunit		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/LUKF_STAAU"" target=""_blank"">P31715</a>"	P31715	RecName: Full=Leukocidin-F subunit; AltName: Full=Gamma-hemolysin, H-gamma-I subunit; Flags: Precursor; |Name=lukF;	protein toxin	RecName: Full=Leukocidin-F subunit; AltName: Full=Gamma-hemolysin, H-gamma-I subunit; Flags: Precursor; 		Oct 3 2010 08:13AM	virulence factor	Yes	Yes	972	3	323	0.3323047	527	229.3301066603549	5052.531951660023	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	4	4	0.4126116398156204	8.945544000894554	0.4244975718267699	9.20323456882156
ID21633	1555|vfid|1556|vsiid|1731|ssid|tRNA_14__tmRNA__of_Chromosome_1	120	1555	1556	1731	tRNA_14__tmRNA__of_Chromosome_1				"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://kementari.bioinformatics.vt.edu:80/islands/Sauw14X.html"" target=""_blank"">Sauw14X</a>"	Sauw14X	Sauw14X	pathogenicity island	tRNA 14 (tmRNA) of Chromosome 1		Sep 27 2010 01:51AM	unknown	No	Yes	120	1	57	0.475	57	200.9140611861212	4426.478182317709	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1	0	0.1031529099539051	2.2363860002236384	0.8596075829492091	18.63655000186365
